14/06/2017;005;A;AFN;0,04816000;0,04831000;67,97000000;68,17000000
14/06/2017;009;A;ETB;0,14100000;0,14350000;22,89000000;23,29000000
14/06/2017;015;A;THB;0,09696000;0,09703000;33,84000000;33,86000000
14/06/2017;020;A;PAB;3,28300000;3,28360000;1,00000000;1,00000000
14/06/2017;026;A;VEF;0,32830000;0,32920000;9,97500000;10,00000000
14/06/2017;030;A;BOB;0,46570000;0,47590000;6,90000000;7,05000000
14/06/2017;035;A;GHS;0,74530000;0,74880000;4,38500000;4,40500000
14/06/2017;040;A;CRC;0,00571300;0,00581500;564,70000000;574,70000000
14/06/2017;045;A;SVC;0,37600000;0,37650000;8,72220000;8,73220000
14/06/2017;051;A;NIO;0,10930000;0,11210000;29,28000000;30,03000000
14/06/2017;055;A;DKK;0,49780000;0,49800000;6,59410000;6,59510000
14/06/2017;060;A;ISK;0,03280000;0,03291000;99,79000000;100,09000000
14/06/2017;065;A;NOK;0,39220000;0,39250000;8,36580000;8,36980000
14/06/2017;070;A;SEK;0,37980000;0,37990000;8,64280000;8,64510000
14/06/2017;075;A;CZK;0,14160000;0,14170000;23,17600000;23,18600000
14/06/2017;090;A;GMD;0,07134000;0,07459000;44,02000000;46,02000000
14/06/2017;095;A;DZD;0,03021000;0,03043000;107,89030000;108,67030000
14/06/2017;100;A;KWD;10,79580000;10,83700000;0,30300000;0,30410000
14/06/2017;105;A;BHD;8,70360000;8,70750000;0,37710000;0,37720000
14/06/2017;115;A;IQD;0,00280800;0,00281400;1167,00000000;1169,00000000
14/06/2017;125;A;JOD;4,62070000;4,62800000;0,70950000;0,71050000
14/06/2017;130;A;LYD;2,34550000;2,35770000;1,39270000;1,39970000
14/06/2017;132;A;MKD;0,05982000;0,06045000;54,32000000;54,88000000
14/06/2017;133;A;RSD;0,03026000;0,03038000;108,08000000;108,49000000
14/06/2017;134;A;SDG;0,49050000;0,49300000;6,66020000;6,69320000
14/06/2017;135;A;TND;1,34270000;1,34380000;2,44350000;2,44500000
14/06/2017;136;A;SSP;0,02647000;0,02691000;122,02750000;124,02750000
14/06/2017;138;B;SDR;4,54010000;4,54090000;1,38290000;1,38290000
14/06/2017;139;A;MAD;0,33770000;0,33790000;9,71670000;9,72160000
14/06/2017;145;A;AED;0,89370000;0,89410000;3,67240000;3,67340000
14/06/2017;148;A;STD;0,00014690;0,00015240;21545,00000000;22350,00000000
14/06/2017;150;B;AUD;2,50100000;2,50210000;0,76180000;0,76200000
14/06/2017;155;A;BSD;3,28300000;3,28360000;1,00000000;1,00000000
14/06/2017;160;A;BMD;3,28300000;3,28360000;1,00000000;1,00000000
14/06/2017;165;A;CAD;2,48640000;2,48780000;1,31990000;1,32040000
14/06/2017;170;A;GYD;0,01570000;0,01617000;203,08000000;209,08000000
14/06/2017;173;A;NAD;0,26050000;0,26080000;12,58910000;12,60200000
14/06/2017;175;A;BBD;1,63730000;1,64340000;1,99810000;2,00510000
14/06/2017;180;A;BZD;1,61470000;1,64330000;1,99820000;2,03320000
14/06/2017;185;A;BND;2,39220000;2,39430000;1,37140000;1,37240000
14/06/2017;190;A;KYD;3,95540000;4,00440000;0,82000000;0,83000000
14/06/2017;195;A;SGD;2,39300000;2,39380000;1,37170000;1,37190000
14/06/2017;197;B;CLF;132,60690000;132,63120000;40,39200000;40,39200000
14/06/2017;200;B;FJD;1,57190000;1,62140000;0,47880000;0,49380000
14/06/2017;205;A;HKD;0,42100000;0,42110000;7,79800000;7,79900000
14/06/2017;210;A;TTD;0,48640000;0,49010000;6,69970000;6,74970000
14/06/2017;215;A;XCD;1,20700000;1,22070000;2,69000000;2,72000000
14/06/2017;220;A;USD;3,28300000;3,28360000;1,00000000;1,00000000
14/06/2017;230;A;JMD;0,02523000;0,02538000;129,39000000;130,11000000
14/06/2017;235;A;LRD;0,03385000;0,03648000;90,00000000;97,00000000
14/06/2017;245;B;NZD;2,39720000;2,39800000;0,73020000;0,73030000
14/06/2017;250;B;SBD;0,40770000;0,41440000;0,12420000;0,12620000
14/06/2017;255;A;SRD;0,43310000;0,44050000;7,45500000;7,58100000
14/06/2017;260;A;VND;0,00014460;0,00014470;22700,00000000;22710,00000000
14/06/2017;275;A;AMD;0,00678900;0,00681900;481,57000000;483,57000000
14/06/2017;295;A;CVE;0,03325000;0,03360000;97,72000000;98,74000000
