16/06/2017;005;A;AFN;0,04826000;0,04841000;67,95000000;68,15000000
16/06/2017;009;A;ETB;0,14160000;0,14310000;22,98000000;23,22000000
16/06/2017;015;A;THB;0,09678000;0,09686000;33,96000000;33,98000000
16/06/2017;020;A;PAB;3,28860000;3,28920000;1,00000000;1,00000000
16/06/2017;026;A;VEF;0,32890000;0,32970000;9,97500000;10,00000000
16/06/2017;030;A;BOB;0,46650000;0,47670000;6,90000000;7,05000000
16/06/2017;035;A;GHS;0,74570000;0,74750000;4,40000000;4,41000000
16/06/2017;040;A;CRC;0,00572300;0,00582500;564,67000000;574,67000000
16/06/2017;045;A;SVC;0,37660000;0,37710000;8,72200000;8,73200000
16/06/2017;051;A;NIO;0,10960000;0,11250000;29,25000000;30,00000000
16/06/2017;055;A;DKK;0,49490000;0,49510000;6,64350000;6,64450000
16/06/2017;060;A;ISK;0,03253000;0,03262000;100,82000000;101,10000000
16/06/2017;065;A;NOK;0,38880000;0,38900000;8,45530000;8,45830000
16/06/2017;070;A;SEK;0,37770000;0,37790000;8,70350000;8,70650000
16/06/2017;075;A;CZK;0,14040000;0,14070000;23,38100000;23,41600000
16/06/2017;090;A;GMD;0,07148000;0,07474000;44,01000000;46,01000000
16/06/2017;095;A;DZD;0,03028000;0,03035000;108,39150000;108,61150000
16/06/2017;100;A;KWD;10,81070000;10,85190000;0,30310000;0,30420000
16/06/2017;105;A;BHD;8,70690000;8,72700000;0,37690000;0,37770000
16/06/2017;115;A;IQD;0,00281600;0,00282100;1166,00000000;1168,00000000
16/06/2017;125;A;JOD;4,63180000;4,63920000;0,70900000;0,71000000
16/06/2017;130;A;LYD;2,34980000;2,36210000;1,39250000;1,39950000
16/06/2017;132;A;MKD;0,05948000;0,06009000;54,74000000;55,29000000
16/06/2017;133;A;RSD;0,03012000;0,03022000;108,84000000;109,18000000
16/06/2017;134;A;SDG;0,49130000;0,49390000;6,66020000;6,69320000
16/06/2017;135;A;TND;1,32730000;1,35490000;2,42770000;2,47770000
16/06/2017;136;A;SSP;0,02651000;0,02695000;122,03200000;124,03200000
16/06/2017;138;B;SDR;4,54120000;4,54210000;1,38090000;1,38090000
16/06/2017;139;A;MAD;0,33670000;0,33700000;9,76160000;9,76650000
16/06/2017;145;A;AED;0,89520000;0,89560000;3,67260000;3,67360000
16/06/2017;148;A;STD;0,00014700;0,00015250;21568,00000000;22376,00000000
16/06/2017;150;B;AUD;2,50620000;2,50740000;0,76210000;0,76230000
16/06/2017;155;A;BSD;3,28860000;3,28920000;1,00000000;1,00000000
16/06/2017;160;A;BMD;3,28860000;3,28920000;1,00000000;1,00000000
16/06/2017;165;A;CAD;2,48440000;2,48560000;1,32330000;1,32370000
16/06/2017;170;A;GYD;0,01572000;0,01619000;203,21000000;209,21000000
16/06/2017;173;A;NAD;0,25520000;0,25550000;12,87600000;12,88600000
16/06/2017;175;A;BBD;1,64010000;1,64620000;1,99810000;2,00510000
16/06/2017;180;A;BZD;1,61750000;1,64610000;1,99820000;2,03320000
16/06/2017;185;A;BND;2,37670000;2,37880000;1,38270000;1,38370000
16/06/2017;190;A;KYD;3,96220000;4,01120000;0,82000000;0,83000000
16/06/2017;195;A;SGD;2,37720000;2,37850000;1,38290000;1,38340000
16/06/2017;197;B;CLF;132,10960000;132,13370000;40,17200000;40,17200000
16/06/2017;200;B;FJD;1,58350000;1,61830000;0,48150000;0,49200000
16/06/2017;205;A;HKD;0,42160000;0,42170000;7,80050000;7,80070000
16/06/2017;210;A;TTD;0,48720000;0,49090000;6,70000000;6,75000000
16/06/2017;215;A;XCD;1,20900000;1,22280000;2,69000000;2,72000000
16/06/2017;220;A;USD;3,28860000;3,28920000;1,00000000;1,00000000
16/06/2017;230;A;JMD;0,02524000;0,02546000;129,19000000;130,31000000
16/06/2017;235;A;LRD;0,03390000;0,03615000;91,00000000;97,00000000
16/06/2017;245;B;NZD;2,38420000;2,38570000;0,72500000;0,72530000
16/06/2017;250;B;SBD;0,40780000;0,43580000;0,12400000;0,13250000
16/06/2017;255;A;SRD;0,43380000;0,44120000;7,45500000;7,58100000
16/06/2017;260;A;VND;0,00014490;0,00014500;22685,00000000;22695,00000000
16/06/2017;275;A;AMD;0,00681200;0,00684200;480,77000000;482,77000000
16/06/2017;295;A;CVE;0,03304000;0,03338000;98,54000000;99,54000000
16/06/2017;325;A;ANG;1,83720000;1,85830000;1,77000000;1,79000000
16/06/2017;328;A;AWG;1,82700000;1,84790000;1,78000000;1,80000000
16/06/2017;345;A;HUF;0,01195000;0,01197000;274,77000000;275,21000000
16/06/2017;363;A;CDF;0,00225400;0,00227000;1449,14000000;1459,14000000
16/06/2017;365;A;BIF;0,00189400;0,00192200;1711,26000000;1736,26000000
16/06/2017;368;A;KMF;0,00728900;0,00730600;450,20000000;451,20000000
16/06/2017;370;A;XAF;0,00558100;0,00558300;589,13000000;589,27000000
16/06/2017;372;A;XOF;0,00556600;0,00559500;587,85000000;590,85000000
16/06/2017;380;A;XPF;0,03076000;0,03102000;106,04000000;106,92000000
16/06/2017;390;A;DJF;0,01831000;0,01848000;178,00000000;179,60000000
16/06/2017;398;A;GNF;0,00036070;0,00036470;9018,00000000;9118,00000000
16/06/2017;406;A;MGA;0,00102600;0,00104300;3155,00000000;3205,00000000
16/06/2017;420;A;RWF;0,00397100;0,00400600;821,13000000;828,13000000
16/06/2017;425;A;CHF;3,37600000;3,37800000;0,97370000;0,97410000
16/06/2017;440;A;HTG;0,05225000;0,05408000;60,82640000;62,94220000
16/06/2017;450;A;PYG;0,00059060;0,00059110;5564,18000000;5568,15000000
16/06/2017;460;A;UAH;0,12630000;0,12640000;26,02000000;26,03000000
16/06/2017;470;A;JPY;0,02966000;0,02968000;110,81000000;110,86000000
16/06/2017;482;A;GEL;1,35670000;1,36820000;2,40400000;2,42400000
16/06/2017;490;A;ALL;0,02751000;0,02773000;118,60000000;119,54000000
16/06/2017;495;A;HNL;0,14000000;0,14070000;23,38200000;23,48200000
16/06/2017;500;A;SLL;0,00043570;0,00044160;7448,00000000;7548,00000000
16/06/2017;503;A;MDL;0,17990000;0,18090000;18,18000000;18,28000000
16/06/2017;506;A;RON;0,80240000;0,80350000;4,09360000;4,09850000
16/06/2017;510;A;BGN;1,88160000;1,88270000;1,74710000;1,74780000
16/06/2017;530;B;GIP;4,19860000;4,20060000;1,27670000;1,27710000
16/06/2017;535;A;EGP;0,18110000;0,18140000;18,13000000;18,16000000
16/06/2017;540;B;GBP;4,20120000;4,20290000;1,27750000;1,27780000
16/06/2017;545;B;FKP;4,19790000;4,20200000;1,27650000;1,27750000
16/06/2017;560;A;LBP;0,00217700;0,00218500;1505,60000000;1510,60000000
16/06/2017;570;B;SHP;4,20380000;4,21120000;1,27830000;1,28030000
16/06/2017;575;A;SYP;0,00637800;0,00638700;515,00000000;515,60000000
16/06/2017;585;A;SZL;0,25630000;0,25680000;12,81000000;12,83000000
16/06/2017;603;A;LSL;0,25630000;0,25680000;12,81000000;12,83000000
16/06/2017;608;A;TMT;0,93960000;0,94250000;3,49000000;3,50000000
16/06/2017;622;A;MZN;0,05475000;0,05494000;59,87000000;60,07000000
16/06/2017;625;A;ERN;0,20830000;0,21510000;15,29000000;15,79000000
16/06/2017;630;A;NGN;0,01011000;0,01013000;324,60000000;325,40000000
16/06/2017;635;A;AOA;0,01976000;0,01992000;165,09100000;166,44100000
16/06/2017;640;A;TWD;0,10840000;0,10850000;30,31400000;30,34400000
16/06/2017;642;A;TRY;0,93800000;0,93860000;3,50440000;3,50600000
16/06/2017;660;A;PEN;1,00420000;1,00460000;3,27400000;3,27500000
16/06/2017;665;A;BTN;0,05104000;0,05106000;64,42250000;64,43250000
16/06/2017;670;A;MRO;0,00901000;0,00916200;359,00000000;365,00000000
16/06/2017;680;B;TOP;1,45090000;1,55320000;0,44120000;0,47220000
16/06/2017;685;A;MOP;0,40890000;0,40980000;8,02600000;8,04200000
16/06/2017;706;A;ARS;0,20560000;0,20570000;15,99000000;15,99500000
16/06/2017;715;A;CLP;0,00495700;0,00496000;663,17000000;663,47000000
16/06/2017;720;A;COP;0,00111100;0,00111200;2957,20000000;2959,20000000
16/06/2017;725;A;CUP;3,28860000;3,28920000;1,00000000;1,00000000
16/06/2017;730;A;DOP;0,06926000;0,06979000;47,13000000;47,48000000
16/06/2017;735;A;PHP;0,06594000;0,06598000;49,84900000;49,87000000
16/06/2017;741;A;MXN;0,18350000;0,18360000;17,91900000;17,92500000
16/06/2017;745;A;UYU;0,11600000;0,11620000;28,30000000;28,35000000
16/06/2017;755;B;BWP;0,32200000;0,32300000;0,09790000;0,09820000
16/06/2017;760;A;MWK;0,00453000;0,00454300;724,00000000;726,00000000
16/06/2017;766;A;ZMW;0,35750000;0,35950000;9,15000000;9,20000000
